1	1.00408	1.00481
1	1.00499	1.64221
1	1.0059	2.08257
1	1.00681	2.40503
1	1.00804	2.54632
1	1.00895	2.74439
3	1.00987	0.415122
1	1.01078	2.65999
3	1.01169	0.700711
1	1.0126	2.60002
3	1.01351	0.909213
1	1.01443	2.55521
3	1.01534	1.06813
1	1.01625	2.52046
3	1.01716	1.19327
1	1.01807	2.49273
3	1.01899	1.29436
1	1.0199	2.47008
3	1.02081	1.37773
1	1.02172	2.45123
3	1.02263	1.44767
1	1.02355	2.4353
3	1.02446	1.50718
1	1.02537	2.42167
3	1.02628	1.55842
1	1.02719	2.40986
3	1.02811	1.60302
1	1.02902	2.39953
3	1.02993	1.64218
1	1.03084	2.39043
3	1.03175	1.67684
1	1.03267	2.38235
3	1.03358	1.70774
1	1.03449	2.37512
3	1.0354	1.73545
1	1.03631	2.36861
3	1.03723	1.76044
1	1.03814	2.36273
3	1.03905	1.78311
1	1.03996	2.35738
3	1.04087	1.80375
1	1.04179	2.3525
3	1.0427	1.82262
1	1.04361	2.34803
3	1.04452	1.83995
1	1.04543	2.34392
3	1.04635	1.85592
1	1.04726	2.34013
3	1.04817	1.87067
1	1.04908	2.33662
3	1.04999	1.88435
1	1.05091	2.33336
3	1.05182	1.89707
1	1.05273	2.33032
3	1.05364	1.90892
1	1.05455	2.32749
3	1.05547	1.91999
1	1.05638	2.32484
3	1.05729	1.93036
1	1.0582	2.32236
3	1.05911	1.94009
1	1.06003	2.32003
3	1.06094	1.94923
1	1.06185	2.31783
3	1.06276	1.95784
1	1.06367	2.31576
3	1.06459	1.96597
1	1.0655	2.31381
3	1.06641	1.97365
1	1.06732	2.31196
3	1.06823	1.98092
1	1.06915	2.31021
3	1.07006	1.98781
1	1.07097	2.30855
3	1.07188	1.99435
1	1.07279	2.30697
3	1.07371	2.00057
1	1.07462	2.30547
3	1.07553	2.00649
1	1.07644	2.30405
3	1.07735	2.01213
1	1.07827	2.30268
3	1.07918	2.01751
1	1.08009	2.30138
3	1.081	2.02264
1	1.08191	2.30014
3	1.08283	2.02755
1	1.08374	2.29896
3	1.08465	2.03225
1	1.08556	2.29782
3	1.08647	2.03675
1	1.08739	2.29673
3	1.0883	2.04107
1	1.08921	2.29568
3	1.09012	2.04521
1	1.09103	2.29468
3	1.09195	2.04918
1	1.09286	2.29372
3	1.09377	2.053
1	1.09468	2.29279
3	1.09559	2.05668
1	1.09651	2.2919
3	1.09742	2.06022
1	1.09833	2.29104
3	1.09924	2.06362
1	1.10015	2.29021
3	1.10107	2.06691
1	1.10198	2.28942
3	1.10289	2.07008
1	1.1038	2.28865
3	1.10471	2.07313
1	1.10563	2.2879
3	1.10654	2.07609
1	1.10745	2.28718
3	1.10836	2.07894
1	1.10927	2.28649
3	1.11019	2.0817
1	1.1111	2.28582
3	1.11201	2.08437
1	1.11292	2.28517
3	1.11383	2.08695
1	1.11475	2.28454
3	1.11566	2.08945
1	1.11657	2.28393
3	1.11748	2.09188
1	1.11839	2.28334
3	1.11931	2.09423
1	1.12022	2.28277
3	1.12113	2.09651
1	1.12204	2.28221
3	1.12295	2.09872
1	1.12387	2.28168
3	1.12478	2.10087
1	1.12569	2.28115
3	1.1266	2.10295
1	1.12751	2.28064
3	1.12843	2.10498
1	1.12934	2.28015
3	1.13025	2.10695
1	1.13116	2.27967
3	1.13207	2.10886
1	1.13299	2.2792
3	1.1339	2.11073
1	1.13481	2.27875
3	1.13572	2.11254
1	1.13663	2.27831
3	1.13755	2.11431
1	1.13846	2.27788
3	1.13937	2.11602
1	1.14028	2.27746
3	1.14119	2.1177
1	1.14211	2.27705
3	1.14302	2.11933
1	1.14393	2.27665
3	1.14484	2.12092
1	1.14575	2.27626
3	1.14667	2.12247
1	1.14758	2.27588
3	1.14849	2.12398
1	1.1494	2.27551
3	1.15031	2.12546
1	1.15123	2.27515
3	1.15214	2.1269
1	1.15305	2.2748
3	1.15396	2.12831
1	1.15487	2.27446
3	1.15579	2.12968
1	1.1567	2.27412
3	1.15761	2.13102
1	1.15852	2.27379
3	1.15943	2.13233
1	1.16035	2.27347
3	1.16126	2.13361
1	1.16217	2.27316
3	1.16308	2.13487
1	1.16399	2.27285
3	1.16491	2.13609
1	1.16582	2.27255
3	1.16673	2.13729
1	1.16764	2.27226
3	1.16855	2.13846
1	1.16947	2.27197
3	1.17038	2.13961
1	1.17129	2.27169
3	1.1722	2.14073
1	1.17311	2.27142
3	1.17403	2.14183
1	1.17494	2.27115
